Row,Expected,Predicted,Match
7191,household-services,shared,False
7192,temporary,temporary,True
7193,cell-phones,cell-phones,True
7194,therapeutic,therapeutic,True
7195,automotive,automotive,True
7196,photography,appliances,False
7197,appliances,appliances,True
7198,household-services,household-services,True
7199,appliances,appliances,True
7200,artists,childcare,False
7201,temporary,temporary,True
7202,automotive,automotive,True
7203,wanted-housing,shared,False
7204,childcare,childcare,True
7205,wanted-housing,wanted-housing,True
7206,therapeutic,therapeutic,True
7207,temporary,shared,False
7208,photography,photography,True
7209,therapeutic,therapeutic,True
7210,household-services,household-services,True
7211,therapeutic,therapeutic,True
7212,real-estate,household-services,False
7213,childcare,childcare,True
7214,automotive,automotive,True
7215,therapeutic,therapeutic,True
7216,temporary,shared,False
7217,cell-phones,cell-phones,True
7218,wanted-housing,general,False
7219,household-services,therapeutic,False
7220,childcare,childcare,True
7221,temporary,temporary,True
7222,cell-phones,cell-phones,True
7223,therapeutic,therapeutic,True
7224,shared,shared,True
7225,video-games,video-games,True
7226,cell-phones,appliances,False
7227,cell-phones,cell-phones,True
7228,wanted-housing,wanted-housing,True
7229,automotive,automotive,True
7230,appliances,appliances,True
7231,shared,shared,True
7232,video-games,appliances,False
7233,cell-phones,appliances,False
7234,video-games,video-games,True
7235,shared,shared,True
7236,shared,shared,True
7237,photography,photography,True
7238,general,shared,False
7239,video-games,video-games,True
7240,automotive,automotive,True
7241,therapeutic,shared,False
7242,shared,appliances,False
7243,activities,therapeutic,False
7244,temporary,shared,False
7245,shared,shared,True
7246,wanted-housing,wanted-housing,True
7247,video-games,appliances,False
7248,household-services,shared,False
7249,wanted-housing,shared,False
7250,therapeutic,therapeutic,True
7251,real-estate,household-services,False
7252,shared,shared,True
7253,therapeutic,therapeutic,True
7254,automotive,automotive,True
7255,household-services,household-services,True
7256,childcare,childcare,True
7257,childcare,childcare,True
7258,shared,shared,True
7259,cell-phones,appliances,False
7260,general,artists,False
7261,cell-phones,cell-phones,True
7262,cell-phones,cell-phones,True
7263,photography,appliances,False
7264,photography,photography,True
7265,artists,artists,True
7266,temporary,temporary,True
7267,automotive,therapeutic,False
7268,wanted-housing,housing,False
7269,shared,shared,True
7270,shared,shared,True
7271,wanted-housing,wanted-housing,True
7272,cell-phones,cell-phones,True
7273,temporary,shared,False
7274,cell-phones,cell-phones,True
7275,housing,housing,True
7276,video-games,video-games,True
7277,cell-phones,cell-phones,True
7278,cell-phones,cell-phones,True
7279,therapeutic,therapeutic,True
7280,video-games,video-games,True
7281,cell-phones,appliances,False
7282,general,general,True
7283,household-services,real-estate,False
7284,therapeutic,therapeutic,True
7285,cell-phones,cell-phones,True
7286,appliances,appliances,True
7287,wanted-housing,wanted-housing,True
7288,childcare,childcare,True
7289,general,general,True
7290,automotive,automotive,True
7291,cell-phones,cell-phones,True
7292,appliances,appliances,True
7293,shared,shared,True
7294,appliances,appliances,True
7295,childcare,childcare,True
7296,childcare,childcare,True
7297,household-services,household-services,True
7298,video-games,video-games,True
7299,temporary,temporary,True
7300,household-services,household-services,True
7301,shared,shared,True
7302,wanted-housing,wanted-housing,True
7303,shared,shared,True
7304,cell-phones,appliances,False
7305,household-services,household-services,True
7306,appliances,appliances,True
7307,appliances,appliances,True
7308,appliances,appliances,True
7309,video-games,video-games,True
7310,video-games,video-games,True
7311,photography,photography,True
7312,video-games,video-games,True
7313,temporary,shared,False
7314,automotive,automotive,True
7315,artists,childcare,False
7316,shared,temporary,False
7317,shared,shared,True
7318,housing,shared,False
7319,shared,temporary,False
7320,therapeutic,therapeutic,True
7321,wanted-housing,wanted-housing,True
7322,childcare,childcare,True
7323,therapeutic,therapeutic,True
7324,household-services,household-services,True
7325,photography,photography,True
7326,photography,photography,True
7327,household-services,household-services,True
7328,wanted-housing,wanted-housing,True
7329,temporary,shared,False
7330,appliances,appliances,True
7331,automotive,artists,False
7332,household-services,shared,False
7333,cell-phones,cell-phones,True
7334,therapeutic,therapeutic,True
7335,temporary,temporary,True
7336,childcare,childcare,True
7337,childcare,childcare,True
7338,cell-phones,appliances,False
7339,temporary,temporary,True
7340,real-estate,general,False
7341,wanted-housing,wanted-housing,True
7342,photography,appliances,False
7343,therapeutic,therapeutic,True
7344,childcare,wanted-housing,False
7345,general,shared,False
7346,shared,shared,True
7347,general,activities,False
7348,wanted-housing,wanted-housing,True
7349,childcare,childcare,True
7350,photography,photography,True
7351,artists,therapeutic,False
7352,real-estate,real-estate,True
7353,photography,photography,True
7354,photography,appliances,False
7355,general,general,True
7356,household-services,shared,False
7357,childcare,childcare,True
7358,appliances,appliances,True
7359,photography,appliances,False
7360,household-services,household-services,True
7361,shared,shared,True
7362,wanted-housing,wanted-housing,True
7363,video-games,video-games,True
7364,childcare,childcare,True
7365,therapeutic,therapeutic,True
7366,appliances,appliances,True
7367,video-games,video-games,True
7368,therapeutic,therapeutic,True
7369,household-services,shared,False
7370,shared,shared,True
7371,appliances,appliances,True
7372,cell-phones,cell-phones,True
7373,cell-phones,cell-phones,True
7374,appliances,appliances,True
7375,childcare,childcare,True
7376,therapeutic,therapeutic,True
7377,housing,housing,True
7378,shared,shared,True
7379,wanted-housing,wanted-housing,True
7380,therapeutic,therapeutic,True
7381,photography,photography,True
7382,shared,shared,True
7383,photography,appliances,False
7384,photography,photography,True
7385,shared,shared,True
7386,temporary,shared,False
7387,wanted-housing,shared,False
7388,childcare,childcare,True
7389,shared,shared,True
7390,shared,shared,True
7391,real-estate,therapeutic,False
7392,cell-phones,cell-phones,True
7393,general,shared,False
7394,real-estate,real-estate,True
7395,wanted-housing,wanted-housing,True
7396,appliances,appliances,True
7397,shared,shared,True
7398,shared,shared,True
7399,real-estate,household-services,False
7400,wanted-housing,wanted-housing,True
7401,therapeutic,therapeutic,True
7402,cell-phones,appliances,False
7403,housing,housing,True
7404,wanted-housing,wanted-housing,True
7405,appliances,appliances,True
7406,temporary,shared,False
7407,appliances,appliances,True
7408,therapeutic,therapeutic,True
7409,real-estate,real-estate,True
7410,household-services,household-services,True
7411,shared,shared,True
7412,cell-phones,appliances,False
7413,video-games,appliances,False
7414,therapeutic,therapeutic,True
7415,shared,shared,True
7416,shared,wanted-housing,False
7417,therapeutic,therapeutic,True
7418,appliances,photography,False
7419,real-estate,real-estate,True
7420,household-services,household-services,True
7421,photography,photography,True
7422,therapeutic,therapeutic,True
7423,shared,shared,True
7424,childcare,childcare,True
7425,temporary,temporary,True
7426,household-services,household-services,True
7427,temporary,temporary,True
7428,housing,housing,True
7429,automotive,automotive,True
7430,temporary,shared,False
7431,shared,wanted-housing,False
7432,household-services,household-services,True
7433,therapeutic,therapeutic,True
7434,temporary,shared,False
7435,wanted-housing,wanted-housing,True
7436,therapeutic,therapeutic,True
7437,temporary,shared,False
7438,childcare,childcare,True
7439,wanted-housing,shared,False
7440,real-estate,therapeutic,False
7441,appliances,appliances,True
7442,appliances,appliances,True
7443,video-games,video-games,True
7444,appliances,appliances,True
7445,shared,shared,True
7446,childcare,childcare,True
7447,temporary,temporary,True
7448,cell-phones,cell-phones,True
7449,shared,shared,True
7450,temporary,housing,False
7451,childcare,childcare,True
7452,real-estate,real-estate,True
7453,household-services,household-services,True
7454,housing,shared,False
7455,shared,shared,True
7456,wanted-housing,wanted-housing,True
7457,photography,photography,True
7458,wanted-housing,wanted-housing,True
7459,real-estate,real-estate,True
7460,shared,shared,True
7461,cell-phones,cell-phones,True
7462,household-services,household-services,True
7463,photography,photography,True
7464,photography,appliances,False
7465,photography,photography,True
7466,cell-phones,appliances,False
7467,household-services,household-services,True
7468,childcare,childcare,True
7469,automotive,automotive,True
7470,appliances,appliances,True
7471,automotive,automotive,True
7472,cell-phones,cell-phones,True
7473,childcare,childcare,True
7474,appliances,appliances,True
7475,household-services,automotive,False
7476,appliances,appliances,True
7477,video-games,video-games,True
7478,artists,real-estate,False
7479,photography,appliances,False
7480,video-games,video-games,True
7481,cell-phones,cell-phones,True
7482,household-services,household-services,True
7483,shared,household-services,False
7484,appliances,appliances,True
7485,therapeutic,therapeutic,True
7486,childcare,childcare,True
7487,therapeutic,therapeutic,True
7488,automotive,automotive,True
7489,photography,photography,True
7490,household-services,household-services,True
7491,childcare,childcare,True
7492,therapeutic,shared,False
7493,cell-phones,cell-phones,True
7494,therapeutic,therapeutic,True
7495,housing,shared,False
7496,therapeutic,therapeutic,True
7497,shared,shared,True
7498,video-games,appliances,False
7499,photography,appliances,False
7500,therapeutic,therapeutic,True
7501,activities,activities,True
7502,video-games,video-games,True
7503,wanted-housing,wanted-housing,True
7504,real-estate,real-estate,True
7505,shared,shared,True
7506,childcare,childcare,True
7507,photography,photography,True
7508,temporary,shared,False
7509,temporary,temporary,True
7510,video-games,video-games,True
7511,therapeutic,therapeutic,True
7512,photography,photography,True
7513,wanted-housing,wanted-housing,True
7514,shared,shared,True
7515,real-estate,household-services,False
7516,general,household-services,False
7517,wanted-housing,shared,False
7518,video-games,video-games,True
7519,photography,appliances,False
7520,photography,appliances,False
7521,appliances,appliances,True
7522,temporary,temporary,True
7523,activities,wanted-housing,False
7524,cell-phones,appliances,False
7525,shared,shared,True
7526,appliances,photography,False
7527,wanted-housing,shared,False
7528,photography,photography,True
7529,household-services,household-services,True
7530,therapeutic,therapeutic,True
7531,therapeutic,therapeutic,True
7532,wanted-housing,wanted-housing,True
7533,artists,shared,False
7534,cell-phones,cell-phones,True
7535,general,activities,False
7536,wanted-housing,wanted-housing,True
7537,general,shared,False
7538,photography,photography,True
7539,shared,shared,True
7540,childcare,childcare,True
7541,appliances,appliances,True
7542,video-games,video-games,True
7543,automotive,automotive,True
7544,cell-phones,cell-phones,True
7545,temporary,temporary,True
7546,cell-phones,cell-phones,True
7547,housing,housing,True
7548,general,childcare,False
7549,general,childcare,False
7550,temporary,shared,False
7551,temporary,temporary,True
7552,therapeutic,therapeutic,True
7553,automotive,automotive,True
7554,photography,photography,True
7555,photography,appliances,False
7556,appliances,appliances,True
7557,video-games,video-games,True
7558,therapeutic,shared,False
7559,activities,childcare,False
7560,temporary,shared,False
7561,wanted-housing,wanted-housing,True
7562,real-estate,therapeutic,False
7563,wanted-housing,wanted-housing,True
7564,therapeutic,therapeutic,True
7565,photography,photography,True
7566,appliances,appliances,True
7567,cell-phones,cell-phones,True
7568,real-estate,real-estate,True
7569,household-services,shared,False
7570,appliances,appliances,True
7571,real-estate,therapeutic,False
7572,automotive,automotive,True
7573,activities,activities,True
7574,appliances,appliances,True
7575,childcare,childcare,True
7576,general,shared,False
7577,cell-phones,cell-phones,True
7578,wanted-housing,wanted-housing,True
7579,artists,artists,True
7580,appliances,appliances,True
7581,shared,shared,True
7582,real-estate,wanted-housing,False
7583,appliances,appliances,True
7584,wanted-housing,wanted-housing,True
7585,therapeutic,therapeutic,True
7586,therapeutic,therapeutic,True
7587,artists,general,False
7588,automotive,automotive,True
7589,household-services,shared,False
7590,cell-phones,video-games,False
7591,therapeutic,therapeutic,True
7592,temporary,temporary,True
7593,appliances,appliances,True
7594,video-games,video-games,True
7595,therapeutic,therapeutic,True
7596,childcare,childcare,True
7597,real-estate,automotive,False
7598,cell-phones,appliances,False
7599,childcare,childcare,True
7600,cell-phones,appliances,False
7601,childcare,childcare,True
7602,therapeutic,therapeutic,True
7603,wanted-housing,shared,False
7604,video-games,video-games,True
7605,automotive,automotive,True
7606,general,childcare,False
7607,automotive,automotive,True
7608,photography,appliances,False
7609,temporary,shared,False
7610,temporary,temporary,True
7611,activities,activities,True
7612,therapeutic,therapeutic,True
7613,therapeutic,therapeutic,True
7614,wanted-housing,shared,False
7615,childcare,general,False
7616,real-estate,household-services,False
7617,therapeutic,therapeutic,True
7618,therapeutic,shared,False
7619,activities,activities,True
7620,cell-phones,cell-phones,True
7621,household-services,household-services,True
7622,housing,wanted-housing,False
7623,activities,activities,True
7624,shared,shared,True
7625,temporary,temporary,True
7626,therapeutic,therapeutic,True
7627,automotive,real-estate,False
7628,cell-phones,cell-phones,True
7629,real-estate,therapeutic,False
7630,therapeutic,therapeutic,True
7631,automotive,automotive,True
7632,therapeutic,therapeutic,True
7633,housing,shared,False
7634,appliances,appliances,True
7635,video-games,video-games,True
7636,video-games,video-games,True
7637,household-services,household-services,True
7638,general,shared,False
7639,cell-phones,appliances,False
7640,activities,childcare,False
7641,cell-phones,cell-phones,True
7642,therapeutic,therapeutic,True
7643,automotive,automotive,True
7644,temporary,temporary,True
7645,childcare,childcare,True
7646,household-services,household-services,True
7647,temporary,shared,False
7648,cell-phones,cell-phones,True
7649,shared,shared,True
7650,automotive,therapeutic,False
7651,shared,shared,True
7652,housing,shared,False
7653,general,general,True
7654,video-games,video-games,True
7655,temporary,shared,False
7656,shared,temporary,False
7657,therapeutic,therapeutic,True
7658,therapeutic,therapeutic,True
7659,temporary,temporary,True
7660,childcare,childcare,True
7661,activities,shared,False
7662,shared,shared,True
7663,photography,photography,True
7664,therapeutic,therapeutic,True
7665,childcare,wanted-housing,False
7666,shared,housing,False
7667,photography,photography,True
7668,appliances,appliances,True
7669,temporary,temporary,True
7670,real-estate,real-estate,True
7671,appliances,appliances,True
7672,household-services,automotive,False
7673,video-games,video-games,True
7674,photography,photography,True
7675,activities,activities,True
7676,appliances,appliances,True
7677,therapeutic,therapeutic,True
7678,temporary,shared,False
7679,therapeutic,therapeutic,True
7680,cell-phones,appliances,False
7681,cell-phones,cell-phones,True
7682,wanted-housing,wanted-housing,True
7683,shared,shared,True
7684,shared,shared,True
7685,household-services,household-services,True
7686,wanted-housing,wanted-housing,True
7687,photography,photography,True
7688,household-services,household-services,True
7689,therapeutic,therapeutic,True
7690,temporary,temporary,True
7691,general,general,True
7692,video-games,video-games,True
7693,artists,artists,True
7694,household-services,household-services,True
7695,photography,photography,True
7696,video-games,appliances,False
7697,shared,shared,True
7698,therapeutic,therapeutic,True
7699,therapeutic,therapeutic,True
7700,childcare,shared,False
7701,temporary,temporary,True
7702,therapeutic,therapeutic,True
7703,video-games,appliances,False
7704,photography,photography,True
7705,general,childcare,False
7706,therapeutic,therapeutic,True
7707,general,general,True
7708,temporary,shared,False
7709,video-games,video-games,True
7710,temporary,shared,False
7711,therapeutic,therapeutic,True
7712,therapeutic,therapeutic,True
7713,general,general,True
7714,therapeutic,therapeutic,True
7715,real-estate,real-estate,True
7716,appliances,appliances,True
7717,temporary,wanted-housing,False
7718,household-services,household-services,True
7719,wanted-housing,wanted-housing,True
7720,appliances,appliances,True
7721,temporary,temporary,True
7722,household-services,shared,False
7723,therapeutic,therapeutic,True
7724,shared,shared,True
7725,temporary,shared,False
7726,shared,shared,True
7727,childcare,childcare,True
7728,household-services,real-estate,False
7729,childcare,childcare,True
7730,cell-phones,cell-phones,True
7731,shared,shared,True
7732,childcare,childcare,True
7733,real-estate,automotive,False
7734,real-estate,real-estate,True
7735,shared,temporary,False
7736,shared,shared,True
7737,automotive,automotive,True
7738,temporary,temporary,True
7739,appliances,appliances,True
7740,shared,shared,True
7741,cell-phones,appliances,False
7742,shared,shared,True
7743,artists,artists,True
7744,real-estate,real-estate,True
7745,therapeutic,therapeutic,True
7746,photography,photography,True
7747,therapeutic,therapeutic,True
7748,video-games,video-games,True
7749,cell-phones,cell-phones,True
7750,therapeutic,shared,False
7751,housing,shared,False
7752,household-services,household-services,True
7753,childcare,temporary,False
7754,photography,photography,True
7755,automotive,automotive,True
7756,therapeutic,therapeutic,True
7757,appliances,household-services,False
7758,general,childcare,False
7759,appliances,appliances,True
7760,video-games,video-games,True
7761,cell-phones,cell-phones,True
7762,therapeutic,therapeutic,True
7763,video-games,video-games,True
7764,photography,appliances,False
7765,cell-phones,cell-phones,True
7766,therapeutic,therapeutic,True
7767,shared,shared,True
7768,activities,activities,True
7769,therapeutic,therapeutic,True
7770,household-services,household-services,True
7771,childcare,childcare,True
7772,general,general,True
7773,cell-phones,cell-phones,True
7774,artists,artists,True
7775,wanted-housing,wanted-housing,True
7776,real-estate,shared,False
7777,cell-phones,appliances,False
7778,temporary,shared,False
7779,childcare,childcare,True
7780,appliances,appliances,True
7781,real-estate,real-estate,True
7782,general,general,True
7783,automotive,automotive,True
7784,childcare,childcare,True
7785,automotive,therapeutic,False
7786,childcare,childcare,True
7787,video-games,video-games,True
7788,household-services,wanted-housing,False
7789,household-services,household-services,True
7790,temporary,shared,False
7791,childcare,childcare,True
7792,shared,shared,True
7793,shared,shared,True
7794,general,household-services,False
7795,cell-phones,cell-phones,True
7796,wanted-housing,shared,False
7797,photography,appliances,False
7798,automotive,automotive,True
7799,real-estate,general,False
7800,video-games,video-games,True
7801,temporary,temporary,True
7802,household-services,household-services,True
7803,artists,general,False
7804,therapeutic,therapeutic,True
7805,wanted-housing,wanted-housing,True
7806,shared,shared,True
7807,household-services,shared,False
7808,temporary,shared,False
7809,cell-phones,cell-phones,True
7810,childcare,childcare,True
7811,therapeutic,therapeutic,True
7812,general,childcare,False
7813,childcare,general,False
7814,therapeutic,therapeutic,True
7815,therapeutic,household-services,False
7816,appliances,appliances,True
7817,temporary,shared,False
7818,real-estate,real-estate,True
7819,artists,artists,True
7820,general,activities,False
7821,household-services,household-services,True
7822,wanted-housing,temporary,False
7823,cell-phones,appliances,False
7824,cell-phones,cell-phones,True
7825,household-services,real-estate,False
7826,wanted-housing,wanted-housing,True
7827,general,general,True
7828,therapeutic,therapeutic,True
7829,general,general,True
7830,general,general,True
7831,therapeutic,therapeutic,True
7832,automotive,automotive,True
7833,video-games,appliances,False
7834,photography,photography,True
7835,video-games,appliances,False
7836,activities,activities,True
7837,activities,activities,True
7838,appliances,appliances,True
7839,wanted-housing,wanted-housing,True
7840,appliances,appliances,True
7841,photography,appliances,False
7842,cell-phones,cell-phones,True
7843,household-services,real-estate,False
7844,appliances,appliances,True
7845,household-services,household-services,True
7846,childcare,childcare,True
7847,video-games,video-games,True
7848,video-games,video-games,True
7849,automotive,automotive,True
7850,general,general,True
7851,cell-phones,cell-phones,True
7852,wanted-housing,shared,False
7853,wanted-housing,wanted-housing,True
7854,shared,shared,True
7855,automotive,automotive,True
7856,automotive,automotive,True
7857,therapeutic,therapeutic,True
7858,temporary,temporary,True
7859,cell-phones,cell-phones,True
7860,household-services,real-estate,False
7861,therapeutic,therapeutic,True
7862,photography,photography,True
7863,wanted-housing,wanted-housing,True
7864,household-services,household-services,True
7865,therapeutic,therapeutic,True
7866,household-services,household-services,True
7867,cell-phones,cell-phones,True
7868,wanted-housing,shared,False
7869,general,general,True
7870,cell-phones,cell-phones,True
7871,therapeutic,therapeutic,True
7872,cell-phones,cell-phones,True
7873,cell-phones,cell-phones,True
7874,temporary,shared,False
7875,cell-phones,cell-phones,True
7876,temporary,temporary,True
7877,video-games,video-games,True
7878,photography,photography,True
7879,real-estate,real-estate,True
7880,temporary,shared,False
7881,general,general,True
7882,shared,shared,True
7883,housing,shared,False
7884,childcare,shared,False
7885,therapeutic,therapeutic,True
7886,automotive,activities,False
7887,cell-phones,cell-phones,True
7888,appliances,appliances,True
7889,wanted-housing,shared,False
7890,wanted-housing,wanted-housing,True
7891,real-estate,real-estate,True
7892,household-services,household-services,True
7893,therapeutic,therapeutic,True
7894,therapeutic,therapeutic,True
7895,artists,wanted-housing,False
7896,temporary,temporary,True
7897,shared,shared,True
7898,cell-phones,cell-phones,True
7899,photography,appliances,False
7900,cell-phones,appliances,False
7901,shared,shared,True
7902,automotive,automotive,True
7903,housing,temporary,False
7904,appliances,appliances,True
7905,therapeutic,therapeutic,True
7906,photography,appliances,False
7907,real-estate,therapeutic,False
7908,real-estate,therapeutic,False
7909,temporary,temporary,True
7910,appliances,appliances,True
7911,appliances,appliances,True
7912,real-estate,real-estate,True
7913,shared,shared,True
7914,cell-phones,cell-phones,True
7915,shared,shared,True
7916,shared,shared,True
7917,shared,shared,True
7918,therapeutic,therapeutic,True
7919,activities,shared,False
7920,cell-phones,cell-phones,True
7921,appliances,appliances,True
7922,video-games,video-games,True
7923,cell-phones,cell-phones,True
7924,automotive,automotive,True
7925,photography,photography,True
7926,therapeutic,therapeutic,True
7927,shared,wanted-housing,False
7928,cell-phones,cell-phones,True
7929,appliances,appliances,True
7930,household-services,household-services,True
7931,photography,photography,True
7932,automotive,automotive,True
7933,shared,shared,True
7934,shared,shared,True
7935,therapeutic,therapeutic,True
7936,photography,appliances,False
7937,appliances,appliances,True
7938,photography,photography,True
7939,artists,childcare,False
7940,photography,photography,True
7941,therapeutic,therapeutic,True
7942,automotive,shared,False
7943,automotive,automotive,True
7944,general,shared,False
7945,childcare,childcare,True
7946,photography,photography,True
7947,automotive,automotive,True
7948,artists,activities,False
7949,household-services,household-services,True
7950,cell-phones,cell-phones,True
7951,video-games,appliances,False
7952,household-services,household-services,True
7953,automotive,automotive,True
7954,photography,photography,True
7955,photography,photography,True
7956,appliances,appliances,True
7957,cell-phones,cell-phones,True
7958,cell-phones,appliances,False
7959,photography,photography,True
7960,video-games,video-games,True
7961,therapeutic,therapeutic,True
7962,wanted-housing,shared,False
7963,household-services,shared,False
7964,shared,shared,True
7965,therapeutic,therapeutic,True
7966,real-estate,real-estate,True
7967,shared,shared,True
7968,activities,activities,True
7969,cell-phones,appliances,False
7970,cell-phones,cell-phones,True
7971,therapeutic,therapeutic,True
7972,household-services,household-services,True
7973,real-estate,real-estate,True
7974,shared,shared,True
7975,activities,childcare,False
7976,automotive,automotive,True
7977,housing,shared,False
7978,household-services,therapeutic,False
7979,automotive,automotive,True
7980,temporary,temporary,True
7981,automotive,automotive,True
7982,wanted-housing,wanted-housing,True
7983,temporary,temporary,True
7984,therapeutic,therapeutic,True
7985,cell-phones,cell-phones,True
7986,wanted-housing,wanted-housing,True
7987,cell-phones,cell-phones,True
7988,shared,shared,True
7989,photography,appliances,False
7990,video-games,appliances,False
7991,shared,shared,True
7992,therapeutic,therapeutic,True
7993,wanted-housing,wanted-housing,True
7994,temporary,shared,False
7995,temporary,temporary,True
7996,photography,appliances,False
7997,wanted-housing,wanted-housing,True
7998,therapeutic,therapeutic,True
7999,real-estate,therapeutic,False
8000,real-estate,real-estate,True
8001,therapeutic,therapeutic,True
8002,photography,appliances,False
8003,shared,shared,True
8004,photography,photography,True
8005,therapeutic,therapeutic,True
8006,general,childcare,False
8007,photography,photography,True
8008,shared,shared,True
8009,shared,shared,True
8010,general,general,True
8011,cell-phones,cell-phones,True
8012,cell-phones,cell-phones,True
8013,shared,shared,True
8014,general,general,True
8015,video-games,video-games,True
8016,appliances,appliances,True
8017,automotive,automotive,True
8018,household-services,household-services,True
8019,shared,shared,True
8020,appliances,photography,False
8021,photography,photography,True
8022,household-services,household-services,True
8023,wanted-housing,wanted-housing,True
8024,automotive,automotive,True
8025,general,general,True
8026,cell-phones,cell-phones,True
8027,household-services,household-services,True
8028,appliances,appliances,True
8029,general,real-estate,False
8030,wanted-housing,wanted-housing,True
8031,childcare,childcare,True
8032,automotive,automotive,True
8033,household-services,household-services,True
8034,video-games,video-games,True
8035,appliances,appliances,True
8036,wanted-housing,wanted-housing,True
8037,temporary,temporary,True
8038,automotive,automotive,True
8039,cell-phones,cell-phones,True
8040,appliances,appliances,True
8041,temporary,temporary,True
8042,shared,temporary,False
8043,therapeutic,therapeutic,True
8044,general,childcare,False
8045,artists,childcare,False
8046,childcare,wanted-housing,False
8047,appliances,appliances,True
8048,childcare,childcare,True
8049,therapeutic,therapeutic,True
8050,wanted-housing,temporary,False
8051,shared,shared,True
8052,temporary,wanted-housing,False
8053,temporary,temporary,True
8054,video-games,video-games,True
8055,photography,photography,True
8056,temporary,temporary,True
8057,childcare,shared,False
8058,real-estate,shared,False
8059,appliances,appliances,True
8060,household-services,household-services,True
8061,household-services,household-services,True
8062,shared,shared,True
8063,video-games,appliances,False
8064,appliances,appliances,True
8065,therapeutic,therapeutic,True
8066,photography,appliances,False
8067,general,temporary,False
8068,therapeutic,therapeutic,True
8069,wanted-housing,shared,False
8070,video-games,video-games,True
8071,activities,childcare,False
8072,temporary,shared,False
8073,video-games,appliances,False
8074,temporary,shared,False
8075,general,shared,False
8076,video-games,video-games,True
8077,appliances,appliances,True
8078,temporary,temporary,True
8079,shared,temporary,False
8080,household-services,household-services,True
8081,housing,shared,False
8082,therapeutic,therapeutic,True
8083,photography,photography,True
8084,household-services,household-services,True
8085,household-services,household-services,True
8086,artists,wanted-housing,False
8087,household-services,household-services,True
8088,therapeutic,therapeutic,True
8089,wanted-housing,wanted-housing,True
8090,automotive,automotive,True
8091,wanted-housing,wanted-housing,True
8092,general,childcare,False
8093,wanted-housing,wanted-housing,True
8094,video-games,video-games,True
8095,cell-phones,cell-phones,True
8096,real-estate,real-estate,True
8097,video-games,video-games,True
8098,automotive,automotive,True
8099,temporary,temporary,True
8100,automotive,automotive,True
8101,temporary,temporary,True
8102,cell-phones,appliances,False
8103,therapeutic,wanted-housing,False
8104,wanted-housing,wanted-housing,True
8105,automotive,automotive,True
8106,cell-phones,cell-phones,True
8107,childcare,childcare,True
8108,temporary,temporary,True
8109,appliances,appliances,True
8110,video-games,video-games,True
8111,general,wanted-housing,False
8112,video-games,video-games,True
8113,wanted-housing,wanted-housing,True
8114,shared,shared,True
8115,cell-phones,cell-phones,True
8116,shared,shared,True
8117,household-services,household-services,True
8118,shared,shared,True
8119,wanted-housing,temporary,False
8120,temporary,temporary,True
8121,housing,shared,False
8122,video-games,video-games,True
8123,cell-phones,cell-phones,True
8124,temporary,shared,False
8125,temporary,shared,False
8126,childcare,childcare,True
8127,shared,shared,True
8128,general,general,True
8129,photography,photography,True
8130,cell-phones,cell-phones,True
8131,shared,shared,True
8132,appliances,appliances,True
8133,automotive,automotive,True
8134,activities,general,False
8135,video-games,video-games,True
8136,childcare,childcare,True
8137,general,wanted-housing,False
8138,video-games,video-games,True
8139,household-services,shared,False
8140,photography,appliances,False
8141,automotive,automotive,True
8142,video-games,video-games,True
8143,general,shared,False
8144,general,shared,False
8145,video-games,video-games,True
8146,artists,artists,True
8147,real-estate,real-estate,True
8148,real-estate,household-services,False
8149,automotive,shared,False
8150,wanted-housing,wanted-housing,True
8151,video-games,video-games,True
8152,household-services,shared,False
8153,photography,photography,True
8154,cell-phones,cell-phones,True
8155,automotive,automotive,True
8156,therapeutic,therapeutic,True
8157,artists,artists,True
8158,real-estate,household-services,False
8159,shared,shared,True
8160,photography,photography,True
8161,appliances,appliances,True
8162,shared,wanted-housing,False
8163,appliances,appliances,True
8164,appliances,appliances,True
8165,household-services,automotive,False
8166,automotive,automotive,True
8167,photography,appliances,False
8168,shared,shared,True
8169,wanted-housing,wanted-housing,True
8170,shared,shared,True
8171,wanted-housing,wanted-housing,True
8172,temporary,temporary,True
8173,shared,shared,True
8174,wanted-housing,wanted-housing,True
8175,video-games,video-games,True
8176,childcare,childcare,True
8177,childcare,childcare,True
8178,wanted-housing,wanted-housing,True
8179,childcare,childcare,True
8180,real-estate,real-estate,True
8181,shared,shared,True
8182,cell-phones,cell-phones,True
8183,shared,temporary,False
8184,wanted-housing,wanted-housing,True
8185,household-services,general,False
8186,general,general,True
8187,shared,shared,True
8188,therapeutic,shared,False
8189,shared,shared,True
8190,appliances,appliances,True
8191,cell-phones,appliances,False
8192,general,general,True
8193,wanted-housing,wanted-housing,True
8194,housing,shared,False
8195,general,general,True
8196,wanted-housing,temporary,False
8197,childcare,childcare,True
8198,automotive,automotive,True
8199,therapeutic,therapeutic,True
8200,wanted-housing,shared,False
8201,automotive,shared,False
8202,therapeutic,therapeutic,True
8203,video-games,video-games,True
8204,video-games,video-games,True
8205,photography,photography,True
8206,automotive,automotive,True
8207,real-estate,real-estate,True
8208,cell-phones,cell-phones,True
8209,general,shared,False
8210,cell-phones,cell-phones,True
8211,cell-phones,cell-phones,True
8212,childcare,childcare,True
8213,artists,shared,False
8214,appliances,appliances,True
8215,automotive,automotive,True
8216,video-games,video-games,True
